Table 5,,,,,,,,,,,,,,,Table 5,,,,,,,,,,,,,,
"Historical Oil, Natural Gas Liquids and Sulphur Prices",,,,,,,,,,,,,,,Historical Natural Gas Prices,,,,,,, ,,,,,,,
,,,,,,,,,,,,,,,$Cdn/MMBtu,,,,,,,,,,,,,,
,Light Oil,,,,,Heavy & Medium Oil,,,Natural Gas Liquids and Sulphur,,,,,,,,,,,,,Henry,,,,,,,
,WTI,Edmonton,SCO,Cromer,Brent,Hardisty,,Hardisty,,,,,,,,,Alberta,,,B.C. ,,Hub,,,,,,,
,Cushing,Par Price,at Edmonton,LSB,UK,Heavy,WCS,Bow River,,,,,,Exchange,Exchange,Alberta,30 day,,B.C. ,30 day,,NYMEX,IPE,,,,,,
,Oklahoma,40 API,32 API,35 API,38 API,12 API,20.5 API,24.9 API,Ethane*,Propane,Butane,Pentane,Sulphur,Rate,Rate,Gov't,Spot,,Westcoast,Spot,,Close ,Britain NBP,,,,,,
Month,$US/bbl,   $/bbl,   $/bbl,   $/bbl,$US/bbl,   $/bbl,$/Bbl,   $/bbl,$/Bbl,$/bbl,$/bbl,$/bbl,$/LT,$US/$Cdn,$US/£UK,Ref.Price,AECO,Alliance**,Station 2,Sumas,Dawn,$US/MMbtu,£/Mmbtu,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-11,97.17,101.65,109.41,94.94,110.24,81.29,89.54,91.27,9.38,56.08,75.84,116.50,109.06,0.9820,1.5790,3.15,3.39,2.57,3.07,3.75,3.99,3.52,6.30,,,,,,
Dec-11,98.75,98.33,106.65,94.96,107.83,82.44,88.89,90.47,9.50,54.04,73.25,109.99,102.33,0.9768,1.5581,3.08,3.43,2.56,3.28,4.04,3.70,3.36,5.73,,,,,,
Average '11,95.00,95.16,102.33,89.68,111.22,69.10,77.09,78.30,10.30,53.12,71.25,104.12,91.12,1.0123,1.6038,3.46,3.72,2.88,3.39,3.88,4.33,4.04,5.84,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-12,100.26,97.15,104.35,96.65,110.40,81.74,87.61,89.15,8.44,53.29,72.65,107.66,53.81,0.9864,1.5510,2.70,3.05,2.12,2.94,3.50,3.14,3.08,5.41,,,,,,
Feb-12,101.97,94.92,99.81,92.95,117.48,74.24,82.72,84.07,7.07,51.47,70.49,110.08,100.86,1.0030,1.5806,2.25,2.55,1.59,2.39,2.76,2.95,2.68,5.85,,,,,,
Mar-12,106.15,86.03,90.62,82.20,125.33,63.38,74.52,75.86,5.98,46.55,63.90,112.61,101.12,1.0062,1.5823,1.93,2.16,1.41,2.08,2.46,2.54,2.45,5.93,,,,,,
Apr-12,103.29,84.38,91.29,79.22,119.54,58.58,69.86,71.15,5.13,45.65,62.77,107.15,105.32,1.0075,1.6014,1.72,1.85,0.92,1.80,1.94,2.31,2.19,5.85,,,,,,
May-12,94.87,87.65,93.14,86.19,110.60,68.34,75.81,77.02,4.59,47.90,65.52,103.40,119.29,0.9916,1.5918,1.67,1.66,0.84,1.60,1.86,2.67,2.04,5.54,,,,,,
Jun-12,82.36,81.13,86.55,79.98,94.84,61.72,68.20,69.47,5.83,44.22,60.53,90.36,220.17,0.9727,1.5552,1.85,2.10,1.46,2.08,2.29,2.69,2.43,5.64,,,,,,
Jul-12,87.91,76.25,83.05,76.41,102.44,57.32,65.08,66.33,5.58,42.06,56.97,91.74,105.18,0.9857,1.5594,2.02,2.01,1.59,1.96,2.47,3.17,2.77,5.49,,,,,,
Aug-12,94.11,87.02,90.57,83.39,113.41,60.54,68.46,69.72,6.64,47.44,64.71,96.44,95.41,1.0080,1.5725,2.16,2.40,1.84,2.35,2.72,3.04,3.01,5.62,,,,,,
Sep-12,94.51,91.04,97.28,89.31,112.86,70.66,76.44,77.68,6.10,49.77,67.90,98.19,94.21,1.0222,1.6128,2.05,2.20,1.44,2.20,2.39,3.08,2.63,5.96,,,,,,
Oct-12,89.86,92.39,100.79,90.33,111.80,73.91,78.81,79.98,6.79,51.10,69.01,96.71,101.00,1.0143,1.6079,2.49,2.45,1.78,2.38,2.87,3.57,3.02,6.48,,,,,,
Nov-12,86.74,86.23,91.98,84.57,109.11,65.85,72.21,73.40,9.08,47.94,64.17,94.46,98.05,1.0030,1.5966,3.06,3.28,2.35,3.30,3.92,4.05,3.47,6.66,,,,,,
Dec-12,88.29,74.67,80.59,71.87,109.41,43.72,57.25,58.44,9.54,41.40,55.19,100.36,44.45,1.0106,1.6145,3.14,3.44,2.65,3.43,3.95,3.71,3.70,6.70,,,,,,
Average '12,94.19,86.57,92.50,84.42,111.44,65.00,73.08,74.36,6.73,47.40,64.48,100.76,103.24,1.0009,1.5855,2.25,2.43,1.67,2.38,2.76,3.08,2.79,5.93,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-13,94.48,87.83,95.18,86.79,112.76,48.35,61.60,62.78,8.75,27.08,67.06,108.43,88.78,1.0089,1.5962,2.91,3.16,2.26,3.06,3.55,3.57,3.35,6.68,,,,,,
Feb-13,95.33,88.44,96.55,85.36,116.28,44.17,58.95,60.26,8.47,30.48,75.07,110.12,93.44,0.9904,1.5489,2.84,3.06,2.29,2.87,3.62,3.67,3.23,6.64,,,,,,
Mar-13,93.24,89.53,96.61,85.83,108.43,58.03,68.35,69.76,8.40,32.28,74.28,105.76,100.60,0.9759,1.5075,3.01,3.03,2.31,2.86,3.54,4.21,3.43,6.94,,,,,,
Apr-13,92.06,91.19,100.09,88.02,101.94,59.70,70.12,71.45,9.56,30.70,71.00,104.06,44.29,0.9812,1.5312,3.31,3.45,2.88,3.24,4.01,4.63,3.98,6.71,,,,,,
May-13,94.85,95.50,105.23,94.33,102.70,76.47,82.50,83.83,10.24,30.24,64.28,103.74,88.39,0.9814,1.5291,3.42,3.70,3.04,3.48,4.00,4.54,4.15,6.47,,,,,,
Jun-13,95.96,92.12,98.87,91.37,102.91,69.68,77.10,78.63,9.21,27.80,64.16,103.43,59.34,0.9697,1.5492,3.34,3.32,3.97,3.29,3.66,4.27,3.81,6.35,,,,,,
Jul-13,104.70,105.88,113.06,105.17,107.43,84.84,90.55,94.75,7.88,30.68,70.75,110.45,87.12,0.9615,1.5185,2.93,2.84,3.86,2.84,3.54,4.30,3.64,6.57,,,,,,
Aug-13,106.54,105.96,112.95,105.01,110.45,80.73,86.80,95.91,6.67,37.95,72.05,113.35,36.50,0.9612,1.5504,2.50,2.41,3.68,2.52,3.20,4.07,3.41,6.45,,,,,,
Sep-13,106.24,103.67,106.74,101.87,111.25,72.95,81.10,88.09,5.65,42.06,71.44,110.09,39.62,0.9659,1.5871,2.26,2.04,3.85,2.69,3.55,4.13,3.62,6.61,,,,,,
Oct-13,100.55,94.64,93.69,93.02,109.44,62.67,71.26,78.05,9.09,48.32,68.57,101.86,4.25,0.9647,1.6090,2.63,3.28,3.94,3.12,3.60,4.08,3.65,6.89,,,,,,
Nov-13,93.93,80.50,84.78,80.90,107.90,53.95,61.25,66.66,9.41,53.83,68.02,91.73,29.15,0.9535,1.6113,3.23,3.39,3.89,3.24,3.71,3.96,3.64,7.08,,,,,,
Dec-13,97.89,83.99,97.69,81.41,110.70,68.24,75.81,63.81,10.79,69.02,71.84,102.73,18.60,0.9401,1.6381,3.40,3.89,4.84,3.73,4.21,4.91,4.28,7.09,,,,,,
Average '13,97.98,93.27,100.12,91.59,108.52,64.98,73.78,76.16,8.68,38.37,69.88,105.48,57.51,0.9712,1.5647,2.98,3.13,3.40,3.08,3.68,4.19,3.68,6.71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-14,94.86,90.11,105.19,88.87,107.11,71.71,83.45,72.91,12.12,93.64,70.72,107.96,24.74,0.9148,1.6473,3.81,4.37,8.09,4.22,4.69,8.09,4.55,6.61,,,,,,
Feb-14,100.68,106.17,109.37,104.71,108.84,77.44,85.97,90.61,20.38,94.77,75.69,116.28,42.69,0.9047,1.6564,5.48,7.35,18.41,7.20,7.67,20.29,5.16,5.90,,,,,,
Mar-14,100.51,104.24,110.58,100.66,107.75,80.58,88.04,88.10,14.28,53.34,74.12,114.53,44.41,0.9003,1.6616,5.17,5.15,9.26,5.00,5.47,10.51,4.49,5.68,,,,,,
Apr-14,102.03,103.52,118.84,99.94,108.09,84.77,91.25,87.34,13.21,43.13,71.02,114.21,,0.9098,1.6747,,4.77,5.25,4.61,5.08,5.41,4.63,5.00,,,,,,
May-14,101.79,101.79,111.49,104.77,109.24,83.98,90.69,90.67,12.76,34.42,69.04,114.55,,0.9183,1.6841,,4.61,5.00,4.45,4.92,5.15,4.54,4.48,,,,,,
Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average '14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,*Based on Alberta 30 day Spot Price at AECO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,**Netback based on full tariff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
